id,context,turn_cnt,speaker_idx,speaker_sex,speaker_age,intent,text
85629,교육,8,2번,여성,30대,(단언) 진술하기,그치 아무래도 선생님을 좋아하면 과목에도 관심이 생겨
112374,교육,1,1번,여성,30대,(지시) 질문하기,청원도서관에 쿠키런 만화책도 대여해줘요?
83524,교육,29,3번,남성,20대,(단언) 진술하기,일주일하고 어제 제출하고 내일 발표해
68840,교육,16,2번,여성,30대,(단언) 주장하기,그렇지! ㅜㅜ 출석 잘 할 자신 있는데... ㅜㅜ 진짜 생겼으면 좋겠따! 키키
76511,교육,3,1번,남성,20대,(단언) 주장하기,응 성적이 너무 안 나와서 옮기려고 키키
85429,교육,12,3번,남성,20대,(지시) 질문하기,목표가 몇 점이야?
126889,교육,8,3번,여성,20대,(단언) 주장하기,거기다 나도 교육이 성공의 지름길이라는 생각에 크게 동의를 해서 더 그래
141464,교육,20,1번,여성,30대,(단언) 진술하기,북 들고 커피 들고
144931,교육,7,1번,남성,30대,(단언) 진술하기,스벅에서 공부하는 많데
79513,교육,9,1번,여성,40대,(단언) 주장하기,**이도 유학 갔다 왔는데 아들도 보내겠지.
49238,교육,4,2번,여성,20대,(단언) 주장하기,중국어는 너무 어려워 진짜
135381,교육,5,1번,여성,20대,(단언) 진술하기,난 고등학교 2학년 때까지 맞았는데 떠든다고
73367,교육,3,3번,여성,60대 이상,(단언) 주장하기,갑자기 토익 시험은 왜
63434,교육,3,3번,여성,30대,(단언) 진술하기,중학교 때까지는 학원 진짜 열심히 다녔네요 하하
79426,교육,4,2번,남성,20대,(단언) 진술하기,시험에 많이 나왔어
85414,교육,3,3번,남성,10대,(단언) 주장하기,공정하게 면접을 볼수 있는거 같아.
85047,교육,18,2번,여성,20대,(단언) 주장하기,키키 응 하고 괜찮으면 너도 알려줄게 키키
65200,교육,4,2번,여성,20대,(단언) 진술하기,쉴 틈이 없구나.
84524,교육,4,1번,남성,20대,(단언) 주장하기,키키 아예 다른 직종으로 옮겨볼까 봐 키키
65157,교육,8,2번,여성,30대,(단언) 주장하기,나한테는 강의선택에 제일 큰 비중을 차지하는게 재미였어.
143026,교육,7,1번,여성,20대,(단언) 진술하기,5년 정도 있었어.
100291,교육,24,3번,여성,20대,턴토크 사인(관습적 반응),키키
94018,교육,3,1번,남성,40대,(단언) 진술하기,나 어제 연차였잖아?
130651,교육,1,1번,여성,30대,(단언) 주장하기,영어 성적은 넘 빨리 없어지넹 하하하
104920,교육,1,1번,여성,40대,(지시) 질문하기,자격증 학원 어디가 좋아?
110045,교육,1,1번,남성,10대,(단언) 진술하기,요즘 한국사를 잘 모르는 사람이 많대.
131598,교육,17,1번,여성,20대,(단언) 주장하기,난 이탈리아어도 배워보고 싶어 키키
143084,교육,8,2번,여성,50대,(단언) 주장하기,그런데 학점은 별로잖아!
99747,교육,21,3번,남성,30대,(단언) 주장하기,그러니까 학생이라는 본분을 잊었다
93060,교육,7,1번,남성,10대,,동아리활동에 만족해?
129269,교육,18,3번,남성,20대,(단언) 진술하기,장롱 뒤에 학습지 다 버렸는데
136573,교육,17,1번,여성,20대,(지시) 질문하기,키키 지금 아무 생각 없는건 잘못된거 아녀 ?
136913,교육,16,3번,남성,20대,(단언) 진술하기,우리 체육 선생님은 김수로 닮았었어 키키
140544,교육,19,3번,남성,20대,(단언) 진술하기,그니까 키키 일제시대도 겪으심
49218,교육,1,1번,남성,20대,(단언) 진술하기,나 요즘 학원 알아보는데 너무 비싸 ㅠㅠ
43816,교육,1,1번,남성,20대,(지시) 질문하기,자식 낳았는데 거짓말 하면 어떡할 거야?
100671,교육,17,2번,남성,20대,(단언) 주장하기,그래
42766,교육,2,2번,남성,20대,(단언) 주장하기,공부는 고등학교 때 졸업했어야지 아직도 공부를 해 왜
110040,교육,14,2번,여성,10대,(단언) 주장하기,"맞아, 교재도 5권 이상 사야하고 학생한테 부담이 가."
140444,교육,3,3번,남성,20대,(지시) 질문하기,딸기도 자격증 있을까?...저는
58910,교육,10,2번,여성,40대,(단언) 주장하기,그래 지금도 화이팅 키키
65223,교육,8,2번,여성,60대 이상,(지시) 질문하기,고등학교땐 공부하느라 바빠서 동아리 때도 공부했지?
76846,교육,9,1번,여성,30대,(단언) 주장하기,그래서 저는 사실 아쉽긴 해요 일층이 더 편하거든요
143851,교육,9,2번,남성,30대,(단언) 주장하기,하고 싶은 거 하게 둘 거야 키키
100531,교육,5,2번,남성,30대,(지시) 질문하기,요새도 운전학원 다니나 사람들
43767,교육,5,1번,여성,50대,(지시) 명령/요구하기,너희랑 뭐가 다르니
104922,교육,2,2번,여성,40대,(단언) 주장하기,보내고는 싶지
164615,교육,11,1번,남성,20대,(단언) 주장하기,왜 배움은 끝이 없다고 키키 알아두면 좋잖아~
144231,교육,12,2번,남성,20대,(단언) 진술하기,거의 직장인이지 키키
130571,교육,13,1번,여성,30대,(단언) 진술하기,요새는 초딩들이 코딩 학원? 다니더라
126992,교육,5,1번,여성,20대,(단언) 진술하기,나도 어릴 땐 좋았는데 흥미를 빨리 잃더라고
163505,교육,15,1번,남성,20대,(단언) 주장하기,나랑 나중에 영어 공부나 빡세게 해 보자~
144251,교육,8,2번,남성,20대,(단언) 진술하기,커피 관련된 거지 키키
93069,교육,6,2번,남성,30대,(단언) 주장하기,나도 일본어를 배우긴 했는데 전혀 기억에 남질 않아.
106343,교육,10,2번,남성,40대,(단언) 주장하기,일단 축구 좀 하다가 수영으로 넘어가려고
19017,교육,7,1번,여성,30대,(단언) 진술하기,바로 교육들어갔네
46190,교육,5,2번,남성,40대,(단언) 진술하기,나 다음주 화요일.
137333,교육,18,2번,여성,20대,(단언) 주장하기,오오 나도 그래서 상하차 해보고 싶어
104944,교육,15,3번,여성,40대,(단언) 주장하기,다른나라에 가는거라서 마음준비가 가장 중요한거 같아
48241,교육,17,2번,여성,20대,(단언) 주장하기,"키키 응... 어... 음... 1학년 1학기 때보단 나아... 그래도 음 별루야,."
93094,교육,9,3번,여성,30대,(단언) 주장하기,"그럴것같아,,엄마들 기도도 하자나."
34364,교육,9,1번,여성,20대,(지시) 질문하기,그것도 대학 등록금 내야 해?
141810,교육,7,2번,여성,20대,턴토크 사인(관습적 반응),아 진짜루?
89761,교육,6,2번,여성,30대,(단언) 주장하기,키키 아 컴퓨터 교육은 그렇게 시킨 것 같다 키키 엑셀
111795,교육,10,2번,여성,30대,(지시) 질문하기,니가 사회복지사를...? 한다고...?
104900,교육,8,1번,여성,30대,(단언) 진술하기,대단한데~ 근데 나도 문제는 자격증을 따기만 하고 쓰지를 않고있어 키키
79556,교육,1,1번,여성,30대,(단언) 진술하기,요즘 여기 시험기간인가봐
140744,교육,30,3번,남성,20대,(단언) 주장하기,키키 둘이 말하는 게 똑같아...
131618,교육,6,1번,여성,20대,(단언) 주장하기,키키 나도 다시 공부 중 키키
46154,교육,5,1번,여성,20대,(단언) 진술하기,몇 바퀴 째 계속 동네를 돌고 있어...
43788,교육,9,1번,남성,20대,(단언) 주장하기,맞아 키키 뭐가됐든 열심히 하는게 중요한 것 같아
172117,교육,1,1번,남성,30대,(지시) 질문하기,우리 다른 진로 이제라도 찾아볼래?
110040,교육,11,2번,여성,10대,(지시) 질문하기,왜 이런걸까?
104897,교육,3,3번,여성,20대,(지시) 질문하기,그러게 키키 **도 대단하다 교육받으면서 알게 된사이야?
144271,교육,14,1번,남성,20대,(단언) 주장하기,어릴 때 나 진짜 고생했네
127165,교육,4,1번,남성,20대,(단언) 주장하기,나도 학점 좀 잘 받아놓을 걸 그랬나봐.
69480,교육,12,1번,여성,20대,(지시) 질문하기,키키 왜 불안해?
60697,교육,8,2번,여성,20대,(단언) 주장하기,1급은 합격률이 제일 낮다고 하더라 ㅠㅠ
85630,교육,1,1번,남성,30대,(지시) 질문하기,문과 이과가 폐지된 거 어떻게 생각해?
67000,교육,16,2번,여성,20대,(지시) 질문하기,키키 아... 왜죠?
67780,교육,7,3번,여성,30대,(단언) 주장하기,"공부 잘 했으면 좋았을 텐데,"
163665,교육,5,2번,남성,20대,(단언) 주장하기,아니면 스토리를 외우던가...
75746,교육,33,3번,여성,30대,(단언) 주장하기,최악이었지!
46172,교육,3,1번,남성,40대,(단언) 주장하기,아니 우리도 우리 미래를 위해 공부 좀 해야지
79576,교육,7,1번,여성,30대,(지시) 질문하기,그래? 우리집앞에 피아노학원 있는데 거기 보내볼까?
58906,교육,7,1번,여성,30대,(단언) 주장하기,엄청 비싸네
32994,교육,5,1번,여성,30대,(단언) 주장하기,근데 학교꺼라 자동으로 뜨지싶딘
126965,교육,4,2번,여성,50대,(단언) 진술하기,"자기는 별로 였는데, 아빠가 들어보라고 해서 왔는데 생각보다 재미 있어서 2학기도 신청했다고 하더라고."
41763,교육,10,1번,여성,20대,(단언) 진술하기,맞다 보기에는 쉬워 보이는데 진짜 파고들면 힘들 듯 ㅠㅠ
67780,교육,18,2번,여성,20대,(단언) 주장하기,아니 그냥 우리 나라 교육이 문제인 듯 ㅜ
94038,교육,11,2번,여성,20대,(단언) 주장하기,어후...정말 극혐이에요
22992,교육,5,1번,여성,40대,(단언) 진술하기,귀찮아서 하기 싫다네ㅋ
166197,교육,15,3번,남성,20대,(단언) 진술하기,대신 쓰고 읽는 건 못해 키키
87216,교육,1,1번,여성,20대,(단언) 진술하기,나 오늘부터 과외 시작했는데 충격적인 이야기를 들었어.
131818,교육,18,1번,여성,20대,(지시) 충고/제안하기,우리 다 같이 열심히 배우고 발전하자!
131538,교육,3,2번,남성,20대,(단언) 주장하기,교육 환경이 진짜 좋은 유럽도 괜찮은 듯
94026,교육,5,2번,여성,30대,(지시) 질문하기,학원보다는 비싸겠죠?
79878,교육,10,2번,남성,40대,(단언) 주장하기,아이디어가 좋네 비용 절감도 되고
135521,교육,9,1번,여성,20대,(단언) 주장하기,야 생각 잘해 키키
73823,교육,12,2번,남성,20대,(언약) 약속하기(제3자와)/(개인적 수준),음 한번 생각해볼게 후후
35989,교육,10,2번,남성,40대,(지시) 질문하기,내용이 어렵진 않나?
135861,교육,22,3번,남성,20대,(단언) 주장하기,불어가 좀 멋지잖아
70160,교육,13,2번,남성,30대,(단언) 주장하기,흠...그럴 순 있겠네
35997,교육,5,2번,남성,30대,(지시) 질문하기,부전공을 경제로 한 이유가 있어?
70121,교육,11,1번,남성,40대,(지시) 질문하기,그게 뭐 나오는건데 볼만하려나?
65192,교육,10,2번,남성,20대,(단언) 주장하기,키키 그런 편이지 국어는 자신 있다!
166197,교육,27,2번,여성,20대,(단언) 주장하기,키키 나도 미드 볼 때는 한글 자막만 봐서 귀에 들어오지도 않더라
76844,교육,5,1번,여성,30대,(지시) 질문하기,병설 들어가기 어렵지 않나요?
76969,교육,9,1번,여성,30대,(단언) 주장하기,뭐 보강 같은 거는 일절 누가 얘기하지 않으면 은 답 없고 키키
92808,교육,13,2번,남성,20대,(단언) 주장하기,뭐든 기사자격증은 따기 많이 힘들지
135721,교육,8,1번,여성,20대,(단언) 진술하기,나는 컴퓨터 관련 자격증을 다 취득하고 싶어
167117,교육,6,1번,남성,30대,(단언) 주장하기,사전 모임 한 판 해야지
69813,교육,4,2번,여성,30대,(단언) 주장하기,아 뚜벅이로 다니다가 차 타고 다니니 덜 피곤했겠다
163705,교육,10,1번,남성,30대,(단언) 주장하기,요즘은 고등학생이 더 힘들다고 하던데 ㅠㅠ
145132,교육,5,1번,남성,20대,(지시) 질문하기,오 갑자기 러시아어를 배워?
93123,교육,9,3번,여성,20대,(언약) 약속하기(제3자와)/(개인적 수준),그러게 우재한테 부탁하자!
64815,교육,10,2번,여성,30대,(단언) 주장하기,대신 작곡으로 갔어
127128,교육,6,3번,여성,20대,(단언) 주장하기,나는 거의 읽고싶은 책을 빌리러 자주 갔던 것 같아
113596,교육,25,1번,여성,30대,(단언) 주장하기,나도 그래서 자격증 말만 하고 공부 하나도 못하잖아 ㅠㅠ
131218,교육,6,2번,여성,20대,(단언) 주장하기,바리스타 자격증도 재밌을 것 같아!
79896,교육,3,2번,여성,20대,(지시) 질문하기,반수 준비 많이 힘들지ㅠㅠ?
162845,교육,6,1번,남성,30대,(지시) 질문하기,신경을 안 쓸 수가 있어?
68180,교육,25,1번,여성,20대,(단언) 주장하기,제가 첫손님입니다 앞머리 잘라주세영 씽긋
126996,교육,4,2번,여성,20대,(단언) 진술하기,키키 원어민 선생님이 상주하고 계셔 그냥
104934,교육,5,2번,여성,30대,(단언) 주장하기,야마하라기 보다는 내 노력이지
32992,교육,7,2번,남성,30대,(단언) 진술하기,아 그렇군
143058,교육,12,2번,여성,30대,(단언) 진술하기,저런 버스타고 돌아왔구나
73844,교육,5,1번,남성,30대,(지시) 질문하기,대체 무엇을 했길래 매일 졸았던 거야?
93074,교육,5,2번,여성,40대,(단언) 주장하기,아장 아장 걸을 때가 엊그제 같았는데
135341,교육,20,1번,여성,20대,(단언) 진술하기,맞아 키키 그거 공기 소리 안 나게 잘 해야 맑은 소리가 나와!
74806,교육,25,2번,여성,20대,(단언) 진술하기,약간 목소리톤도 그렇고 핵심만 딱 알려주니까 너무 괜찮더라고
68260,교육,12,1번,여성,20대,(단언) 주장하기,머리가 그렇게 좋은데 왜 논거야 ㅠㅠ
103770,교육,3,1번,여성,30대,(단언) 진술하기,정말 대답이 칼같군요
96105,교육,2,2번,남성,20대,(단언) 주장하기,아니!
127166,교육,3,3번,남성,20대,(단언) 진술하기,그래? 난 별다른 얘기 없이 맛있는 거 사주시던데
137073,교육,16,1번,남성,20대,(단언) 주장하기,그래도 매일 영어 해야지 뭐 ㅠㅠ
64275,교육,15,2번,여성,30대,(단언) 주장하기,제2외귝어 진짜 아무 쓸모도 없는 키키
87506,교육,10,2번,여성,20대,(단언) 주장하기,아 그랬구나~ 선생님 얘기 하니까 괜히 고등학교 때 생각나고 그립네ㅠㅠ
93117,교육,7,1번,남성,40대,(지시) 질문하기,그러게 설마 한 1주일 나가다가 포기하는건 아니겠지?
136453,교육,9,2번,남성,30대,(단언) 주장하기,응 우리 영어 배우듯이 프랑스어가 대세래
35990,교육,13,1번,남성,40대,(언약) 약속하기(제3자와)/(개인적 수준),연말까지 한 권 다 끝내는 걸 목표로 해야겠어
39267,교육,13,1번,여성,30대,(지시) 질문하기,아그래?그럼 책은 안하나ㅋ
62286,가족,5,2번,여성,40대,(단언) 주장하기,우리는 다 치즈 좋아함 다행이다
43107,가족,14,1번,여성,20대,(단언) 진술하기,우리 아빠는 아직도 딸바보여 키키
140185,가족,3,3번,남성,20대,(단언) 주장하기,나는 멋진 아빠가 될 거야 키키
144552,가족,5,2번,남성,20대,(지시) 질문하기,한 달에 얼마씩 드려?
167860,가족,5,2번,남성,30대,(단언) 주장하기,앜 키키 건강하시지 키키
89882,가족,27,1번,여성,30대,(단언) 주장하기,나도 아무것도 없이 시작해서 ㅠㅠ 부러움
141505,가족,20,1번,여성,30대,(단언) 주장하기,현금이 최고야 ... !
103849,가족,7,1번,여성,30대,(단언) 진술하기,그래? 점점 더 자상해져 가고 있어.
73348,가족,34,2번,여성,20대,(단언) 진술하기,코로나 때문에 어디 멀리 가진 못하고 가족끼리 제주도를 가기로 했어
143852,가족,13,2번,남성,30대,(단언) 주장하기,어어 맞어 키키
164414,가족,5,2번,여성,40대,(단언) 주장하기,속으로는 다 정해 놓은것 같은데 왜 물어보냐
141791,가족,4,1번,여성,20대,(지시) 질문하기,오... 가족 외식 할 땐 어디로 가?
110102,가족,5,2번,남성,10대,(단언) 주장하기,장단점이 있는거 같아.
73914,가족,5,1번,여성,20대,(단언) 진술하기,아빠는 우리한테 운동하라면서 본인은 안하셔
110108,가족,5,2번,남성,10대,(단언) 진술하기,자주는 못하는거 같아.
76087,가족,6,3번,남성,30대,(단언) 주장하기,부모님과 식사하면 좋겠다 ㅜㅜ 부러워 화목한 가족
24531,가족,14,1번,여성,40대,(단언) 반박하기,주식 내린게 아니고 9월 23일 1주당 0.5주 준다...
112547,가족,7,2번,여성,30대,(단언) 주장하기,진짜 좋은것만 닮으면 좋겠는데 안좋은거 똑같이 닮으면 속상해요
142431,가족,2,2번,여성,30대,(단언) 주장하기,부모님 용돈 드렸어 대단해!
85700,가족,6,3번,여성,30대,(단언) 진술하기,그치 다들 이제 직장다니고 육아하랴 바쁘니까
70282,가족,11,1번,여성,30대,(단언) 진술하기,나말고 다른 친구가 귀뜸했더니
100412,가족,18,2번,남성,20대,(단언) 주장하기,맞아 ㅠㅠ
65279,가족,4,2번,여성,60대 이상,(단언) 주장하기,있으면 저럴 수가 없지~어휴 짐승만도 못한 것
43844,가족,2,2번,남성,20대,(단언) 진술하기,맞아 그날 비행기 놓쳐서 엄청 혼났었는데
137254,가족,13,2번,남성,20대,(단언) 진술하기,나는 제주도 갔다 왔어 키키
166138,가족,9,1번,남성,20대,(단언) 진술하기,네 친할머니 제사요
103835,가족,12,3번,여성,20대,(언약) 약속하기(제3자와)/(개인적 수준),우리 너무 붙지말자... 나 힘들어 키키 잘때도 좀 떨어져서 자자 키키
140765,가족,21,2번,남성,20대,(단언) 주장하기,부모님의 사랑 난 평생 갚을 거야
130131,가족,6,2번,남성,20대,(지시) 질문하기,어디서 느낀 거야
88064,가족,12,1번,여성,20대,(단언) 진술하기,"경직되어서 이익을 본다면 고집하는 거고,"
58980,가족,7,1번,여성,40대,(지시) 질문하기,첫째는 언제 오노?
93258,가족,7,1번,여성,40대,(단언) 진술하기,저희 엄마도 그러시더라구요 현금이 제일 좋다고
77133,가족,2,2번,여성,30대,(지시) 질문하기,쉬는 시간 이구만?
99990,가족,16,2번,남성,20대,(단언) 주장하기,오만원이면 다리가 후들 거릴 것 같아
95097,가족,21,2번,남성,20대,(단언) 주장하기,용돈도 좀 서로서로 챙겨주고 임마
131779,가족,26,1번,여성,20대,(단언) 주장하기,키키 그니깐
84125,가족,6,3번,여성,20대,(단언) 진술하기,울 아빠는 무협지 광팬
42565,가족,14,1번,여성,20대,(지시) 질문하기,자주 찾아가 봐?
73887,가족,4,2번,여성,40대,(지시) 질문하기,그냥 졸리거나 기분 안 좋을 떄 가끔 진상부리는거 그건 누구나?
93282,가족,10,1번,여성,30대,(표현) 감사하기,고마워 한번 알아볼게
104999,가족,8,2번,여성,20대,(단언) 진술하기,그리고 첫째보단 둘째가 더 많이 줘
33033,가족,13,2번,여성,20대,(단언) 진술하기,키키 엄마 그래듀 은근 바라시는듯 즇은남자 만나기를
113577,가족,14,1번,여성,30대,(단언) 진술하기,응 ㅠㅠ 그래서 엄마랑 둘이 많이 놀아 ㅠㅠ
144272,가족,11,2번,남성,20대,(단언) 주장하기,그때 같이 하자
75847,가족,12,2번,여성,30대,(단언) 주장하기,그치 키키
48999,가족,2,2번,남성,20대,(지시) 질문하기,오늘 코로나 백신 맞았어?
87592,가족,13,1번,여성,30대,(단언) 진술하기,네 키키 안아주는거 좋아해서 하하
63715,가족,6,2번,여성,20대,(단언) 주장하기,아... 섭섭하셨구나 키키
110137,가족,10,1번,남성,30대,(단언) 주장하기,형 있으면 많이 맞을걸 ?
111175,가족,2,2번,남성,30대,(단언) 주장하기,응 우리 부모님은 다 맞음
39279,가족,14,1번,여성,30대,(지시) 충고/제안하기,다른거없나 키키 니도 신랑이 먹은 구운계란먹어
139776,가족,5,2번,여성,40대,(지시) 질문하기,그러니까 빨리 일을 구해보는 게 어때
134010,가족,8,3번,남성,20대,(단언) 주장하기,키키 신기하네
75647,가족,20,2번,남성,60대 이상,(단언) 주장하기,키키 우리는 그래도 20년은 먼저 간다
130371,가족,21,2번,남성,20대,(지시) 질문하기,키키 누님은 동생 가지고 싶어요?
77096,가족,18,1번,여성,30대,(단언) 주장하기,또 그 맛을 기억하겠네 키키 ** 키키 귀여워 키키
141085,가족,12,1번,여성,30대,(지시) 질문하기,그걸로 할 수 있는 거 모 있냐...
30978,가족,14,2번,남성,40대,(단언) 주장하기,고학년에 임원하는 건 맘껏 좋아해도 돼 하하
135622,가족,16,3번,남성,20대,(단언) 주장하기,밥 챙겨무라는 인정 키키
30990,가족,4,1번,여성,30대,(지시) 질문하기,애들방에 카메라 설치는 안했지?
67621,가족,35,2번,여성,20대,(단언) 주장하기,대단하다
131057,가족,11,2번,여성,30대,(단언) 주장하기,아놔 부모님들다 빠지시면 끝장을 보시는 듯
94244,가족,4,2번,남성,20대,(단언) 진술하기,아버님이 너가 많이 걱정되시나 봐.
164536,가족,20,2번,남성,20대,(단언) 주장하기,자고 안 오지?
94230,가족,11,2번,여성,30대,(단언) 진술하기,그래 넌 아이 잘 키우니까 걱정 안 된다
33084,가족,2,1번,여성,30대,(단언) 주장하기,남자들은 그런거 없자나 키키
68241,가족,14,2번,여성,30대,(단언) 주장하기,그래서 그 이후로는 현금으로 선물을 드리고 있어 키키
73941,가족,9,1번,여성,30대,(단언) 주장하기,그렇다면 자라면서 자식 같은 느낌일 수도 있겠는 걸?
79986,가족,10,2번,여성,20대,(단언) 진술하기,아놔 부지런히 게임하네.
36050,가족,16,1번,여성,30대,(단언) 진술하기,항아리 뚜껑에 붙어있는데 구더기를 봤어서 키키 예전에
41484,가족,11,1번,남성,20대,(단언) 진술하기,키키 진짜 어쩔 수 없나 봐 키키 난 그래도 나이 차이가 많이 나서
85640,가족,10,1번,여성,10대,(단언) 주장하기,그런데 너무 친구 같으면 걱정되는게 서로 쉽게 상처를 줄 것 같아.
139222,가족,18,2번,남성,20대,(단언) 진술하기,그 정도야? 나는 외동이라 잘 모르겠네 키키
786,가족,25,1번,남성,30대,(지시) 질문하기,가족들과 같이 여행 가셨던 적 있으세요?
96146,가족,17,3번,남성,30대,(단언) 주장하기,키키 아 조용하겠다 집이 그럼 ㅜㅜ
24543,가족,17,2번,여성,40대,(단언) 진술하기,아 맞나 할배한테 물어본게아니네
106754,가족,7,1번,여성,20대,(단언) 주장하기,어떻게 시작할지가 제일 어렵기는 하지
137695,가족,3,3번,남성,30대,(단언) 주장하기,난 내가 집안 첫째라서 ㅠ 부담이 많아 키키
60436,가족,19,1번,여성,30대,(지시) 질문하기,키키 아 틀린말은 아니네 키키 애들 자나?
77265,가족,8,2번,여성,30대,(단언) 진술하기,난 신랑이랑 아침먹고 출동합니더
75927,가족,15,3번,여성,20대,(단언) 주장하기,이건 아빠가 해야 할 일이다 이건 내가 해야 할일이다 어느 정도 선이 있는 건 조아
83725,가족,4,2번,여성,20대,(단언) 주장하기,맞아 요새는 위험해...
48402,가족,7,2번,여성,30대,(단언) 주장하기,응 키키 찌뜨클이라고 지옥의 뜨개질 클래스
61859,가족,1,1번,여성,20대,(지시) 질문하기,장모님 댁 음식은 입에 잘 맞아?
87690,가족,1,1번,여성,40대,(지시) 질문하기,우리가족은  다 얼굴이 달라 이상하지
60446,가족,8,1번,여성,30대,(단언) 주장하기,한두개 산것도 아니고 키키
172078,가족,5,1번,남성,30대,(단언) 진술하기,우리 누나는 자주 영통 오는데 하하
2810,가족,3,1번,여성,30대,(단언) 주장하기,크크 그러게 엄마가 싫어하시겠다
133590,가족,14,2번,여성,20대,(단언) 진술하기,어렸을 떈 많이 싸웠지 키키
169612,가족,11,2번,남성,20대,(단언) 주장하기,불고기는 밖에서 잘 안 먹는 거 같아 키키
131819,가족,9,2번,여성,20대,턴토크 사인(관습적 반응),막둥이 하하
79960,가족,1,1번,여성,20대,,언니는 향수가 참 많은 것 같아
139542,가족,14,2번,남성,30대,(단언) 주장하기,크니까 연락하기 힘드네 하하
85639,가족,3,3번,여성,10대,(단언) 진술하기,나는 쌍둥이 언니가 있어.
45439,가족,19,1번,여성,20대,(단언) 주장하기,당연하지 키키 안 챙기던 아들이 챙겨주면 얼마나 기뻐하실까
64316,가족,16,2번,남성,30대,(단언) 주장하기,왠지 난 운이 없는 케이스라 걱정되구나
139883,가족,8,2번,여성,20대,(지시) 충고/제안하기,니가 화해 좀 시켜드리지
80078,가족,4,2번,여성,30대,(지시) 질문하기,아... 가족들이 모시기 힘드니까?
77141,가족,6,1번,여성,30대,(단언) 진술하기,어 부탁해 라더라 키키
139791,가족,13,1번,남성,40대,(단언) 진술하기,그치그치 키키 부럽다 뭔가
141525,가족,15,2번,여성,30대,(단언) 진술하기,나도 처음에는 그랬다 키키
139843,가족,20,3번,여성,50대,(단언) 주장하기,그치만 남자친구 앞에서는 애교쟁이인 나... ㅎ
106772,가족,8,2번,여성,40대,(단언) 주장하기,나도 조카태어났을때 우리오빠인줄알았잖아 키키
65252,가족,7,1번,여성,20대,(단언) 주장하기,웅웅 그런거도 있구 가족 건강을 위해서 ㅎ
43452,가족,3,2번,여성,30대,(단언) 주장하기,근데 울엄빠가 주구장창 오지
36024,가족,3,2번,여성,30대,(지시) 질문하기,아직안자나...
139787,가족,7,1번,남성,40대,(단언) 진술하기,다들 통크게 쓰셨네요.
33131,가족,13,1번,여성,30대,(언약) 약속하기(제3자와)/(개인적 수준),응 근데 27일에 보낼꺼야
2794,가족,6,2번,여성,30대,(단언) 진술하기,아 맞네 추석 때 우리 같이 편 먹고 게임 했었지 키키
64396,가족,18,1번,남성,20대,(표현) 긍정감정 표현하기,부럽다
144332,가족,5,2번,남성,20대,(단언) 주장하기,맞아요 현금으로 드리면 본인한테 잘 안 쓰려고 하시더라구요
107040,가족,4,2번,여성,30대,(지시) 질문하기,부럽다 전부 다 가는거야?
141045,가족,19,2번,남성,30대,(단언) 주장하기,가족 비지니스를 하잖아 우린
40914,가족,11,2번,여성,30대,(단언) 주장하기,그냥 와사비를먹는거 같애
130231,가족,24,3번,남성,20대,(단언) 주장하기,그래도 임신한 동생한테 화내거나 짜증 내면 안돼
28577,가족,8,2번,여성,20대,(단언) 주장하기,나중에 한다고 하는데 몰라 걔 혼자만의 착각일 수도
85635,가족,11,1번,남성,40대,(단언) 진술하기,이제 애기들 다컸지~
114079,가족,4,1번,남성,40대,(지시) 질문하기,아 그렇게 생파하면 되겠네?
75847,가족,17,1번,여성,20대,(지시) 질문하기,아 키키 나이 차이가 그렇게 나는데 말을 안 들어요? 키키
96286,가족,17,2번,남성,30대,,우리때는 더 오래하지않을까
110108,가족,8,2번,남성,10대,(단언) 주장하기,친척까지 시간을 맞추기가 어려워.
24581,가족,1,1번,여성,40대,(지시) 질문하기,이번에 가족들 명절 선물 뭘로 할 거야?
30989,가족,7,1번,여성,30대,(지시) 질문하기,여행도 한번씩 가셨었죠?
62276,가족,1,1번,남성,30대,(지시) 질문하기,애들은 다 잘자고 있어요?
76772,가족,6,2번,남성,20대,(단언) 주장하기,**는 예전부터 하고 싶어했죠 키키
107020,가족,10,2번,여성,30대,(단언) 주장하기,그래 나도 찾아봐야겠다
77124,가족,12,1번,여성,30대,(단언) 진술하기,오오오오오~ 오빠가 좋아할 소식이네 키키
130131,가족,19,2번,남성,20대,(단언) 주장하기,키키 막둥이들은 효자 효녀야...
133890,가족,16,1번,여성,30대,(단언) 주장하기,남편 좀 왕따인 듯...? 키키
136754,가족,15,3번,남성,30대,(단언) 주장하기,그니까
58975,가족,9,1번,남성,40대,(단언) 주장하기,이쌤의 가족의 범위가 매우 넓네
104855,가족,3,3번,남성,60대 이상,(단언) 진술하기,저희집은 아내가 다 합니다.
100712,가족,17,1번,여성,30대,(단언) 주장하기,** 완전
36070,가족,13,1번,여성,30대,(단언) 주장하기,요즘 세상엔 외동 아니면 둘이니까 간소해서 좋다.
24564,가족,6,1번,여성,20대,(단언) 진술하기,응응 자기야 나 한약 말고
77085,가족,12,1번,여성,30대,(단언) 주장하기,맞아 그게 효과가 돈 값 만큼 하니까 다행이다!
163486,가족,11,2번,남성,20대,(단언) 주장하기,아니야 키키
141205,가족,4,3번,남성,30대,(표현) 부정감정 표현하기,벌써 슬프잖어 ㅜㅜ
167038,가족,14,1번,남성,30대,(지시) 질문하기,아 키키 엄마가 그럼 노리신 거 아니야?
